Nome do medicamento;Dosagem
Losartan + Hidroclorotiazida GP 50 mg + 12,5 mg Comprimidos;50 mg + 12.5 mg
Losartan + Hidroclorotiazida Jaba 50 mg + 12,5 mg Comprimidos revestidos;50 mg + 12.5 mg
Losartan + Hidroclorotiazida KRKA 50 mg + 12,5 mg Comprimidos;50 mg + 12.5 mg
Losartan + Hidroclorotiazida Mylan;50 mg + 12.5 mg
Losartan + Hidroclorotiazida Sintano;50 mg + 12.5 mg
Losartan + Hidroclorotiazida Tecnigen;50 mg + 12.5 mg
Sertralina Sertabal;50 mg
Agomelatina Ciclum;25 mg
Agomelatina Mylan;25 mg
Agomelatina TAD;25 mg
Agomelatina Zentiva;25 mg
Esomeprazol Azevedos;40 mg
Esomeprazol Azevedos;40 mg
Esomeprazol Cinfa;20 mg
Hipercol;100 mg/ml
Ozapim;25 mg
Paroxetina Almus;20 mg
Paroxetina Alter Genéricos;20 mg
Paroxetina Bluepharma 20 mg Comprimidos Revestidos;20 mg
Paroxetina Farmoz 20 mg Comprimidos Revestidos;20 mg
Paroxetina Genedec 20 mg Comprimidos;20 mg
Paroxetina Mylan;20 mg
Paroxetina Pentafarma;20 mg
Paroxetina toLife 20 mg Comprimidos;20 mg
Risedronato de sódio Germed;5 mg
Seroxat;20 mg
Ulcimer;1000 mg
Zanoxina;20 mg
Dermestril 25;25 µg/24 h
Pravastatina Ciclum;40 mg
Pravastatina Teva;40 mg
Amlodipina + Atorvastatina Krka;5 mg + 10 mg
Candesartan + Hidroclorotiazida Bluepharma;8 mg + 12.5 mg
Quetiapina Farmoz;25 mg
Quetiapina Mylan;25 mg
Quetiapina Vida;25 mg
Quetiapina Vida;25 mg
Quetiapina Vida;25 mg
Somazina;100 mg/ml
Startonyl;100 mg/ml
Trausan;100 mg/ml
Zocor;20 mg
Aeromax Nasal;100 µg/dose
Irbesartan Bluepharma;75 mg
Lansoprazol Lansox 30 mg Cápsulas Duras Gastrorresistentes;30 mg
Ogasto;15 mg
Venex Forte;450 mg
Ácido Alendrónico Bluepharma;70 mg
Ácido Alendrónico J. Neves 70 mg Comprimidos;70 mg
Enalapril + Lercanidipina Generis;20 mg + 10 mg
Felodipina Mylan;10 mg
Ifirmasta;150 mg
Irbesartan Sandoz;150 mg
Ludiomil;50 mg
Pravastatina Aurobindo;40 mg
Somazina;1000 mg/4 ml
Zolmitriptano Vitória;2.5 mg
Candesartan + Hidroclorotiazida Alter;32 mg + 25 mg
Candesartan + Hidroclorotiazida Aurovitas;32 mg + 25 mg
Candesartan + Hidroclorotiazida Krka;32 mg + 25 mg
Candesartan + Hidroclorotiazida Krka;32 mg + 25 mg
Candesartan + Hidroclorotiazida TAD;32 mg + 25 mg
Escitalopram Azevedos;20 mg
Amlodipina + Olmesartan medoxomilo ratiopharm;5 mg + 20 mg
Amlodipina Aristo 10 mg Comprimidos;10 mg
Amlodipina Cardionox 10 mg Comprimidos;10 mg
Amlodipina Drime;10 mg
Amlodipina Krka;10 mg
Amlodipina Labesfal;10 mg
Amlodipina Mylan;10 mg
Amlodipina Ratiopharm;10 mg
Amlodipina Sandoz;10 mg
Amlodipina Stada;10 mg
Amlodipina Vir;10 mg
Amlodipina Vitória;10 mg
Esomeprazol Daquimed;20 mg
Irbesartan Bluepharma;150 mg
Oprymea;1.05 mg
Atorvastatina Krka;10 mg
Atorvastatina Ratiopharm;10 mg
Coaprovel;300 mg + 12.5 mg
Pantoprazol Bluefish;20 mg
Perindopril Vitória;8 mg
Topiramato Tomix;200 mg
Zolmitriptano Generis Phar;2.5 mg
Indapamida Mylan;2.5 mg
Neupro;4 mg/24 h
Olmesartan medoxomilo + Hidroclorotiazida Ciclum;40 mg + 12.5 mg
Perindopril + Indapamida Generis;4 mg + 1.25 mg
Solifenacina Farmoz;10 mg
Solifenacina Leugim;10 mg
Solifenacina Pentafarma;10 mg
Solifenacina Sarb;10 mg
Solifenacina Strami;10 mg
Teveten;600 mg
Candesartan Bluepharma;16 mg
Celecoxib Krka;100 mg
Celecoxib Pentafarma;100 mg
Febuxostate Aristo;80 mg
Lorzida;100 mg + 25 mg
Losartan + Hidroclorotiazida Daquimed;100 mg + 25 mg
Losartan + Hidroclorotiazida Generis Phar;100 mg + 25 mg
Losartan + Hidroclorotiazida Sintano;100 mg + 25 mg
Maltofer;357 mg/5 ml
Moxifloxacina Aristo;400 mg
Pantoprazol Bluepharma;40 mg
Rosuvastatina Farmoz;10 mg
Arcoxia;120 mg
Aripiprazol Generis;10 mg
Esomeprazol Bluepharma;40 mg
Exxiv;120 mg
Glyxambi;10 mg + 5 mg
Glyxambi;25 mg + 5 mg
Olmesartan medoxomilo + Hidroclorotiazida Ciclum;40 mg + 25 mg
Rosuvastatina 1APharma;10 mg
Tafixyl;1000 mg
Candesartan + Hidroclorotiazida Azevedos;8 mg + 12.5 mg
Celecoxib Alter;200 mg
Celecoxib Ciclum;200 mg
Celecoxib Tolife;200 mg
Mirtazapina Alter;45 mg
Mirtazapina Aurovitas;45 mg
Mirtazapina Azevedos;45 mg
Mirtazapina Bluefish;45 mg
Mirtazapina Generis;45 mg
Mirtazapina Mylan;45 mg
Mirtazapina Ratiopharm;45 mg
Natecal D;1500 mg + 400 U.I.
Salagen;5 mg
Tansulosina Pharmakern;0.4 mg
Turox;60 mg
Zocital;10 mg
Alzen SR;200 mg
Gracial;Associação
Lisinopril + Hidroclorotiazida Bluepharma;20 mg + 12.5 mg
Mirtazapina Ratiopharm 15 mg Comprimidos revestidos;15 mg
Pantoprazol Daquimed;20 mg
Pantoprazol Girenoxin;20 mg
Qtern;5 mg + 10 mg
Seroquel SR;200 mg
Duloxetina Sandoz;30 mg
Levetiracetam Generis;100 mg/ml
Lisinopril + hidroclorotiazida Mylan;20 mg + 12.5 mg
Lisinopril + Hidroclorotiazida Sandoz 20 mg + 12,5 mg Comprimidos;20 mg + 12.5 mg
Pregabalina Sandoz GmbH;50 mg
Sinvastatina Mepha;40 mg
Turox;30 mg
Arcoxia;30 mg
Enoxaparina Rovi;60 mg/0.6 ml
Exxiv;30 mg
Inhixa;60 mg/0.6 ml
Prasugrel Pentafarma;10 mg
Sinvastatina + Ezetimiba Alter;10 mg + 10 mg
Sinvastatina + Ezetimiba Bluepharma;10 mg + 10 mg
Sinvastatina + Ezetimiba Farmoz;10 mg + 10 mg
Stom;20 mg
Valsartan + Hidroclorotiazida Pentafarma;160 mg + 12.5 mg
Claritromicina Azevedos;500 mg
Claritromicina Cladia;500 mg
Claritromicina GP 500 mg Comprimidos revestidos;500 mg
Claritromicina Labesfal 500 mg Comprimidos Revestidos;500 mg
Naprosyn;500 mg
Olanzapina Bluepharma;2.5 mg
Olanzapina Labesfal;2.5 mg
Omeprazol Sidefarma;40 mg/10 ml
Tenoretic Mite;50 mg + 12.5 mg
Topamax;50 mg
Cetampril;20 mg
Dermestril-Septem 25;25 µg/24 h
Ivabradina Mecinam;7.5 mg
Monoket Retard;50 mg
Monoket Retard;50 mg
Ondansetrom toLife;4 mg
Risperidona Bluepharma;4 mg
Lansoprazol Aristo;15 mg
Pritor;80 mg
Ifirmacombi;150 mg + 12.5 mg
Irbesartan + Hidroclorotiazida Sandoz;150 mg + 12.5 mg
Rosuvastatina Aristo;10 mg
Sermion 30;30 mg
Sinvastatina Cinfa;40 mg
Tramal retard;150 mg
Zorix;150 mg
Acular;5 mg/ml
Bioferro;695 mg
Ceftriaxona Mesporin 500 mg Pó e Solvente para Solução Injectável IV;500 mg/5 ml
Atorvastatina Ocram;40 mg
Cefizox;1000 mg/10 ml
Fositen Plus;20 mg + 12.5 mg
Gliclazida Labesfal 80 mg Comprimidos;80 mg
Atorvastatina Sandoz;40 mg
Captopril Carencil 25 mg Comprimidos;25 mg
Captopril Mylan;25 mg
Fluvastatina Alter;80 mg
Fluvastatina Bluepharma;80 mg
Fluvastatina Ciclum;80 mg
Fluvastatina Generis;80 mg
Fluvastatina Mylan;80 mg
Fluvastatina Sandoz;80 mg
Losartan + Hidroclorotiazida Bluepharma;50 mg + 12.5 mg
Losartan Pharmakern;100 mg
Montelucaste Accord;4 mg
Montelucaste Pensa;4 mg
Prosneo;250 mg
Triatec;1.25 mg
Harmonet;0.02 mg + 0.075 mg
Losartan Rominguer;100 mg
Minigeste;0.02 mg + 0.075 mg
Rasilez;300 mg
Tramadol Ciclum;100 mg/ml
Zopranol;15 mg
Amoxicilina + Ácido Clavulânico Hikma 1000 mg + 200 mg Pó para sol injectável;1000 mg + 200 mg
Diane 35;2 mg + 0.035 mg
Roxiper;20 mg + 8 mg + 2.5 mg
Sertralina Anova;50 mg
Sertralina Aserta;50 mg
Sertralina Farmoz 50 mg Comprimidos;50 mg
Sertralina Quimedical;50 mg
Sertralina Tetrafarma 50 mg Comprimidos;50 mg
Sinvastatina + Ezetimiba Bluepharma;20 mg + 10 mg
Trileptal;300 mg
Zoleptil;100 mg
Zyprexa;2.5 mg
Albosan;20 mg
Candesartan + Hidroclorotiazida Krka;32 mg + 12.5 mg
Candesartan + Hidroclorotiazida Krka;32 mg + 12.5 mg
Etoricoxib Teva;60 mg
Ixel;50 mg
Lacipil;4 mg
Lovos;1000 mg
Medifolin;15 mg
Medrol;16 mg
Ceftriaxona Medinfar 500 mg Pó e Solvente para Solução Injectável;500 mg/5 ml
Dilbloc IC;6.25 mg
Ramipril Sandoz 10 mg Comprimidos;10 mg
Ultraproct;1 mg/g + 20 mg/g
Belmural;30 mg
Eletriptano Generis;40 mg
Lansoprazol Alter 30 mg Cápsulas gastrorresistentes;30 mg
Lansoprazol Azevedos;30 mg
Lansoprazol Daquimed;30 mg
Lansoprazol Quimedical;30 mg
Lansoprazol Sandoz 30 mg Cápsulas gastrorresistentes;30 mg
Lansoprazol Tetrafarma 30 mg Cápsulas gastrorresistentes;30 mg
Olmesartan medoxomilo + Hidroclorotiazida Atolme;40 mg + 12.5 mg
Amoxicilina + Ácido clavulânico Sandoz;600 mg/5 ml + 42.9 mg/5 ml
Eucreas;1000 mg + 50 mg
Eucreas;1000 mg + 50 mg
Fluoxetina Atral;20 mg
Fluoxetina Ciclum 20 mg Cápsulas;20 mg
Fluoxetina Farmoz 20 mg Cápsulas;20 mg
Fluoxetina Germed 20 mg cápsula;20 mg
Fluoxetina Labesfal 20 mg cápsulas duras;20 mg
Fluoxetina Mylan;20 mg
Fluoxetina Tecnigen;20 mg
Fluoxetina toLife 20 mg cápsulas;20 mg
Fluoxetina Tuneluz;20 mg
Fluoxetina Wynn;20 mg
Icandra;1000 mg + 50 mg
Icandra;1000 mg + 50 mg
Levofolinato de Cálcio Farmoz;5 mg
Losartan Atral;50 mg
Sildenafil Alter;25 mg
Sildenafil Azevedos;25 mg
Sildenafil Baldacci;25 mg
Sildenafil Bluepharma;25 mg
Sildenafil Farmoz;25 mg
Sildenafil Germed;25 mg
Sildenafil GP;25 mg
Sildenafil Jaba;25 mg
Sildenafil Krka;25 mg
Sildenafil Odipe;25 mg
Sildenafil Pentafarma;25 mg
Sildenafil toLife;25 mg
Zomarist;1000 mg + 50 mg
Zomarist;1000 mg + 50 mg
Losartan Wynn;50 mg
Valsartan + Hidroclorotiazida Alter Genéricos;160 mg + 12.5 mg
Valsartan + Hidroclorotiazida Aurovitas;160 mg + 12.5 mg
Valsartan + Hidroclorotiazida Baldacci;160 mg + 12.5 mg
Valsartan + Hidroclorotiazida Farmoz;160 mg + 12.5 mg
Valsartan + Hidroclorotiazida Generis;160 mg + 25 mg
Valsartan + Hidroclorotiazida Limeg;160 mg + 12.5 mg
Valsartan + Hidroclorotiazida Mylan;160 mg + 12.5 mg
Valsartan + Hidroclorotiazida Pentafarma;160 mg + 12.5 mg
Valsartan + Hidroclorotiazida Pharmakern;160 mg + 12.5 mg
Valsartan + Hidroclorotiazida Tetrafarma;160 mg + 12.5 mg
Valsartan + Hidroclorotiazida toLife;160 mg + 12.5 mg
Bendalina;500 mg
Folifer;1 mg + 90 mg
Metex PEN;7.5 mg/0.15 ml
Sinvastatina + Ezetimiba Alter;40 mg + 10 mg
Sinvastatina + Ezetimiba Bluepharma;40 mg + 10 mg
Sinvastatina + Ezetimiba Farmoz;40 mg + 10 mg
Aripiprazol Altedron;5 mg
Aripiprazol Alter;5 mg
Aripiprazol Vitória;5 mg
Dumyrox;50 mg
Oliflox;600 mg
Pregabalina Bluepharma;150 mg
Quetiapina Ratiopharm;300 mg
Sebrane XR;0.4 mg
Unidrox;600 mg
Ezetimiba Ratiopharm;10 mg
Finasterida Tecnilor;5 mg
Lansoprazol Mylan;30 mg
Norvasc;10 mg
Palexia retard;50 mg
Zolmitriptano Aurovitas;2.5 mg
Olsar Plus;20 mg + 25 mg
Omeprazol Mylan;40 mg
Ticlopidina Labesfal 250 mg Comprimidos Revestidos;250 mg
Zopranol;30 mg
Amlodipina + Telmisartan Generis;10 mg + 40 mg
Bisoprolol Ciclum;10 mg
Ceftriaxona Cefilan 1000 mg Pó e solvente para solução injectável IM;1000 mg/3.5 ml
Ceftriaxona Labesfal 1000 mg Pó e Solvente para Solução Injectável (IM);1000 mg/3.5 ml
Ceftriaxona Medinfar 1 g Pó e Solvente para Solução Injectável;1000 mg/3.5 ml
Ceftriaxona Mesporin 1000 mg Pó e Solvente para Solução Injectável IM;1000 mg/3.5 ml
Dutasterida + Tansulosina Bluepharma;0.5 mg + 0.4 mg
Escitalopram Tecnilor;10 mg
Hepaxane;40 mg/0.4 ml
Montelucaste Pharmakern;4 mg
Skudexa;75 mg + 25 mg
Skudexa;75 mg + 25 mg
Skudexa;75 mg + 25 mg
Skudexa;75 mg + 25 mg
Tramadol Mylan;200 mg
Ciprofloxacina Alter 750 mg comprimidos revestidos;750 mg
Ciprofloxacina Azevedos;750 mg
Ciprofloxacina Cinfa 750 mg comprimidos revestidos;750 mg
Ciprofloxacina Germed;750 mg
Ciprofloxacina GP;750 mg
Ciprofloxacina Jaba;750 mg
Ciprofloxacina Krka;750 mg
Ciprofloxacina Mylan;750 mg
Ciprofloxacina ToLife;750 mg
Coartil;4 mg + 10 mg
Coartil;4 mg + 5 mg
Escitalopram Daquimed;10 mg
Pitavastatina ratiopharm;4 mg
Pravastatina Bluepharma;40 mg
Pravastatina Sandoz;40 mg
Cálcio + Vitamina D3 Farmalíder;1000 mg + 880 U.I.
Donepezilo Eurogenus;5 mg
Fentanilo Ardicat;12.5 µg/h
Lipril 20;20 mg
Losartan Azevedos;100 mg
Pentasa;1000 mg/100 ml
Amizal;45 mg
Ezetimiba Azevedos;10 mg
Ezetimiba Mylan;10 mg
Montelucaste Baldacci;5 mg
Cardura GITS;8 mg
Etoricoxib toLife;30 mg
Itagil;10 mg
Olanzapina Basi;2.5 mg
Olanzapina Mylan;2.5 mg
Olsar Plus;20 mg + 12.5 mg
Amoxicilina + Ácido clavulânico Mylan;875 mg + 125 mg
Amoxicilina + Ácido Clavulânico Sandoz 875 mg + 125 mg Comprimidos revestidos;875 mg + 125 mg
Ansiten 10;10 mg
Busansil;10 mg
Candesartan + Hidroclorotiazida Anova;8 mg + 12.5 mg
Innohep;18000 U.I. Anti-Xa/0.9 ml
Losartan + Hidroclorotiazida Vitória;50 mg + 12.5 mg
Aripiprazol Altedron;15 mg
Zeffix;5 mg/ml
Cinebil;1000 mg
Rasilez HCT;300 mg + 12.5 mg
Ácido Alendrónico Tecnimede;70 mg
Candesartan + Hidroclorotiazida Bluepharma;8 mg + 12.5 mg
Ceftazim;1000 mg/3 ml
Ciprofloxacina Krka;500 mg
Dermofix;20 mg/g
Sertopic;20 mg/g
Candesartan + Hidroclorotiazida Ciclum;8 mg + 12.5 mg
Dislipina;20 mg
Escitalopram Clamed;10 mg
Escitalopram Mylan;10 mg
Escitalopram Tetrafarma;10 mg
Escitalopram Tolife;10 mg
Sinvastatina Tetrafarma 20 mg Comprimidos revestidos por película;20 mg
Alexin;60 mg
Dutasterida + Tansulosina Aristo;0.5 mg + 0.4 mg
Elitar;500 mg
Lansoprazol Farmoz;60 mg
Lercanidipina Sandoz;10 mg
Ulcertec;60 mg
Ulcinil;2.5 mg
Vimpat;100 mg
Ceclor;500 mg
Ceclor;500 mg
Ceclor;500 mg
Lixiana;15 mg
Pitavastatina Billev;1 mg
Tansulosina Ratiopharm 0,4 mg Cápsula de libertação prolongada;0.4 mg
Tansulosina Vitória 0,4 mg Cápsulas de Libertação Prolongada;0.4 mg
Targin;5 mg + 2.5 mg
Candesartan + Hidroclorotiazida Bluepharma;16 mg + 12.5 mg
Candesartan Axone;32 mg
Gastroliber;60 mg
Ramipril Ratiopharm 5 mg Comprimidos;5 mg
Tetradin;500 mg
Captopril Bluepharma;25 mg
Captopril Bluepharma;25 mg
Cefadroxil Mylan;1000 mg
Ceftriaxona Labesfal 1000 mg Pó e Solvente para Solução Injectável (IV);1000 mg/10 ml
Ceftriaxona Medinfar 1 g Pó e Solvente para Solução Injectável;1000 mg/10 ml
Ceftriaxona Mesporin 1000 mg Pó e Solvente para Solução Injectável IV;1000 mg/10 ml
Emytron;8 mg
Fenofibrato BGP;267 mg
Supralip 145 mg;145 mg
Atorvastatina Normalip;20 mg
Finasterida Generis;5 mg
Finasterida Ratiopharm 5 mg Comprimidos;5 mg
Lansoprazol Germed;15 mg
Lansoprazol KRKA 15 mg Cápsulas Gastrorresistentes;15 mg
Lansoprazol ToLife;15 mg
Tramadol Azevedos;50 mg
Anafranil;75 mg
Aripiprazol Vitória;15 mg
Endoxan;50 mg
Finasterida Mepha;5 mg
Mepraz 10 mg Cápsulas Duras Gastrorresistentes;10 mg
Pantoprazol Bluepharma;20 mg
Ramipril + Hidroclorotiazida Sandoz 5 mg + 25 mg Comprimidos;5 mg + 25 mg
Solifenacina Aristo;10 mg
Solifenacina Pentafarma;10 mg
Tianeptina Mylan;12.5 mg
Finasterida Tetrafarma;5 mg
Paroxetina Farmoz 20 mg Comprimidos Revestidos;20 mg
Perindopril Krka;2 mg
Valsartan Baldacci;40 mg
Losartan + Hidroclorotiazida Almus;100 mg + 25 mg
Losartan + Hidroclorotiazida Alter;100 mg + 25 mg
Losartan + Hidroclorotiazida Cotiasar;100 mg + 25 mg
Losartan + Hidroclorotiazida Farmoz;100 mg + 25 mg
Losartan + Hidroclorotiazida Hicortal;100 mg + 25 mg
Losartan + Hidroclorotiazida Jaba;100 mg + 25 mg
Losartan + Hidroclorotiazida Mepha;100 mg + 25 mg
Losartan + Hidroclorotiazida Sandoz;100 mg + 25 mg
Losartan + Hidroclorotiazida Tetrafarma;100 mg + 25 mg
Losartan + Hidroclorotiazida toLife;100 mg + 25 mg
Paroxetina Sandoz;20 mg
Paroxetina toLife 20 mg Comprimidos;20 mg
Progeffik;200 mg
Candesartan + Hidroclorotiazida Anova;16 mg + 12.5 mg
Candesartan + Hidroclorotiazida Farmoz;16 mg + 12.5 mg
Ebastina Generis;20 mg
Esomeprazol Almus;40 mg
Fluconazol Alter;200 mg
Fluconazol Farmoz 200 mg Cápsulas;200 mg
Fluconazol Krka;200 mg
Losartan Generis;50 mg
Ácido Ibandrónico Teva;150 mg
Atacand;16 mg
Blocan;100 mg + 5 mg
Candesartan Alter;16 mg
Candesartan Azevedos;16 mg
Candesartan Generis Phar;16 mg
Candesartan Krka;16 mg
Candesartan Mylan;16 mg
Candesartan TAD;16 mg
Enalapril + Lercanidipina Alter;20 mg + 10 mg
Gelotralib;50 mg
Ogasto;15 mg
Cim;400 mg
Fluoxetina Farmoz 20 mg Cápsulas;20 mg
Lederfoline;15 mg
Montelucaste Pharmakern;5 mg
Sinvastatina Baldacci 20 mg Comprimidos Revestidos Por Película;20 mg
Venlafaxina Ratiopharm;225 mg
Dicetel;50 mg
Ferritin Oti;177.5 mg/8 ml
Ifirmacombi;300 mg + 25 mg
Irbesartan + Hidroclorotiazida Alter;300 mg + 25 mg
Irbesartan + Hidroclorotiazida Arudel;300 mg + 25 mg
Irbesartan + Hidroclorotiazida Ciclum;300 mg + 25 mg
Irbesartan + Hidroclorotiazida Stada;300 mg + 25 mg
Placir;40 mg
Pravastatina Alter 40 mg Comprimidos;40 mg
Pravastatina Mylan;40 mg
Risperidona Genedec 4 mg Comprimidos;4 mg
Risperidona Krka;4 mg
Risperidona Mylan;4 mg
Amlodipina Vir;5 mg
Cefizox;2000 mg/6 ml
Dufine;50 mg
Lisinopril + Hidroclorotiazida toLife 20 mg + 12,5 mg Comprimidos;20 mg + 12.5 mg
Olanzapina Aurobindo;5 mg
Olanzapina Mylan;5 mg
Pantoprazol Anova;20 mg
Valsartan Pentafarma;160 mg
Lisinopril + Hidroclorotiazida Labesfal 20 mg + 12.5 mg Comprimidos;20 mg + 12.5 mg
Pregabalina Gática;150 mg
Rasagilina Zentiva;1 mg
Rosumibe;10 mg + 10 mg
Soluprick Controlo Positivo;10 mg/ml
Trimetazidina Mylan;35 mg
Veroven;200 mg
Topiramato Alter;25 mg
Topiramato Azevedos;25 mg
Topiramato Bluepharma;25 mg
Topiramato Clindonim;25 mg
Topiramato Generis Phar;25 mg
Topiramato Wynn;25 mg
Cefixima Cefiton 400 mg Comprimidos;400 mg
Cefixima Generis Phar;400 mg
Celecoxib Tolife;100 mg
Coartil;8 mg + 5 mg
Fluvastatina Aurovitas;80 mg
Omeprazol GP;40 mg
Rosuvastatina Pentafarma;5 mg
Tram-u-ron OD;100 mg
Carvedilol Limeg;25 mg
Fentanilo Zentiva;12.5 µg/h
Fluvastatina Anova;40 mg
Perindopril Generis Phar;4 mg
Valsartan + Hidroclorotiazida Pentafarma;80 mg + 12.5 mg
Bisolaz;5 mg + 100 mg
Duloxetina Alter;30 mg
Cefuroxima Mylan;500 mg
Escitalopram Mylan;15 mg
Flutamida Generis 250 mg Comprimidos;250 mg
Losartan + Hidroclorotiazida Bluepharma;50 mg + 12.5 mg
Pitavastatina Sandoz;2 mg
Ramipril Bluepharma;1.25 mg
Galantamina Azevedos;4 mg
Sinvastatina + Ezetimiba Azevedos;10 mg + 10 mg
Cim;200 mg
Ciprofloxacina Aurobindo;250 mg
Comtan;200 mg
Monexe;160 mg + 12.5 mg
Pregabalina Tarmix;75 mg
Aserin;50 mg
Aserin;50 mg
Danofen;600 mg/15 ml
Idecortex;45 mg
Sertralina Pensa;50 mg
Sertralina Vir;50 mg
Avelox;400 mg
Escitalopram Aurobindo;20 mg
Escitalopram Bluepharma;20 mg
Rosuvastatina Aurobindo;10 mg
Cardipril;10 mg
Cardipril;10 mg
Lansoprazol Alexin;30 mg
Lansoprazol Baldacci 30 mg Cápsulas duras gastrorresistentes;30 mg
Lansoprazol Farmoz;30 mg
Lansoprazol Gastroliber;30 mg
Lansoprazol Lanzogastro;30 mg
Lansoprazol Tecnigen;30 mg
Limeciclina Atral;408 mg
Losartan Tetrafarma;50 mg
Klacid;500 mg
Lowelle;0.015 mg + 0.06 mg
MST;30 mg
Perindopril + Indapamida TAD;4 mg + 1.25 mg
Quetiapina Azevedos;200 mg
Ramipril Sandoz 2,5 mg Comprimidos;2.5 mg
Escitalopram Krka;5 mg
Escitalopram Mylan;5 mg
Finasterida Ciclum 5 mg Comprimidos;5 mg
Fluvastatina Mylan;40 mg
Hiberix;10 µg/0.5 ml
Pravastatina Ratiopharm;20 mg
Aripiprazol Generis;15 mg
Buprenorfina ratiopharm;35 µg/h
Co-Diovan;80 mg + 12.5 mg
Co-Tareg;80 mg + 12.5 mg
Fluconazol Aurobindo;100 mg
Perindopril  + Amlodipina Generis;8 mg + 5 mg
Bisolaz;10 mg + 100 mg
Ciprofloxacina ToLife;250 mg
Crestor 5 mg;5 mg
Pravastatina Generis;20 mg
Reuxen;500 mg
Visacor 5 mg;5 mg
MicardisPlus;40 mg + 12.5 mg
Mirtazapina Alter;45 mg
Mirtazapina Azevedos;45 mg
Mirtazapina KRKA;45 mg
Rabeprazol Zentiva;20 mg
Ramipril Farmoz;10 mg
Salimette;0.075 mg
Sinvastatina + Ezetimiba Azevedos;20 mg + 10 mg
Sinvastatina + Ezetimiba Jaba;10 mg + 10 mg
Telmisartan + Hidroclorotiazida Krka;40 mg + 12.5 mg
Bisoprolol Anova;10 mg
Bisoprolol Generis 10 mg Comprimidos;10 mg
Ceftazidima Labesfal;1000 mg/3 ml
Mirtazapina Alter;30 mg
Mirtazapina KRKA;30 mg
Rasagilina Pentafarma;1 mg
Terbinafina Fungil 250 mg comprimidos;250 mg
Fluoxetina Mylan;20 mg
Montelucaste Accord;10 mg
Montelucaste Accord;5 mg
Montelucaste Anova;10 mg
Montelucaste Pensa;10 mg
Montelucaste Pensa;5 mg
Ramipril Sandoz 2,5 mg Comprimidos;2.5 mg
Ledertrexato;2.5 mg
Rosuvastatina GP;10 mg
Amlodipina + Candesartan Krka;5 mg + 8 mg
Amlodipina + Candesartan Krka;5 mg + 8 mg
Atorvastatina Alter;40 mg
Atorvastatina Aristo;40 mg
Atorvastatina Atorvan;40 mg
Atorvastatina Bluepharma;40 mg
Atorvastatina Farmoz;40 mg
Atorvastatina Normalip;40 mg
Atorvastatina Ocram;40 mg
Atorvastatina Tecnigen;40 mg
Atorvastatina Tetrafarma;40 mg
Levetiracetam Amperlem;100 mg/ml
Levetiracetam Bluepharma;100 mg/ml
Pioglitazona Farmoz;45 mg
Quetiapina Sandoz;200 mg
Zolmitriptano Ciclum;5 mg
Zolmitriptano Generis Phar;5 mg
Zolmitriptano Vitória;5 mg
Acetar;1200 mg
Cholib;40 mg + 145 mg
Ondolen Forte;50 mg + 50 mg
Rabeprazol Tolife;20 mg
Sinvastatina + Ezetimiba Krka;10 mg + 10 mg
Zovirax;200 mg
Sinvastatina + Ezetimiba Azevedos;40 mg + 10 mg
Candesartan + Hidroclorotiazida Bluepharma;16 mg + 12.5 mg
Ellyfol;1 mg
Escitalopram Zentiva;20 mg
Rosuvastatina Pentafarma;20 mg
Sinvastatina + Ezetimiba Alter;20 mg + 10 mg
Sinvastatina + Ezetimiba Farmoz;20 mg + 10 mg
Sinvastatina + Ezetimiba Jaba;20 mg + 10 mg
Candesartan + Hidroclorotiazida Anova;8 mg + 12.5 mg
Escitalopram Alter Genéricos;20 mg
Escitalopram Ciclum;20 mg
Escitalopram ratiopharm;20 mg
Escitalopram Tecnigen;20 mg
Montelucaste Baldacci;4 mg
Perindopril + Indapamida Ratiopharm;2 mg + 0.625 mg
Perindopril + Indapamida Tecazo;2 mg + 0.625 mg
Tansulosina Baldacci 0,4 mg Cápsulas de libertação prolongada;0.4 mg
Etinilestradiol + Gestodeno Dorinette;0.03 mg + 0.075 mg
Ondansetrom Germed;4 mg
Urosat;120 mg
Urosat;120 mg
Valsartan Alter;160 mg
Valsartan Tetrafarma;80 mg
Aratis Farbio;50 mg
Enalapril + Lercanidipina Krka;20 mg + 10 mg
Isotretinoína Orotrex;10 mg
Losartan Mylan;50 mg
Losartan Ratiopharm;50 mg
Losartan Sartal;50 mg
Maleato de Enalapril Mylan;20 mg
Perindopril + Indapamida Generis;2 mg + 0.625 mg
Trazodona Labesfal;150 mg
Mirtazapina Vida;15 mg
Xadago;100 mg
Xadago;50 mg
Flutensif;1.5 mg + 10 mg
Flutensif;1.5 mg + 5 mg
Lansoprazol Azevedos;30 mg
Neclav;0.5 mg
Actilam Per-Os;Associação
Perindopril  + Amlodipina Generis;8 mg + 10 mg
Perindopril Mylan;10 mg
Sedoxil;1 mg
Valsartan toLife;160 mg
Zipos;500 mg
Zoref;500 mg
Captopril Almus;25 mg
Captopril Aristo 25 mg Comprimidos;25 mg
Captopril Aristo 25 mg Comprimidos;25 mg
Captopril Convertal 25 mg Comprimidos;25 mg
Captopril Farmoz 25 mg Comprimidos;25 mg
Captopril GP 25 mg Comprimidos;25 mg
Captopril Sandoz 25 mg Comprimidos;25 mg
Ketesse;50 mg/2 ml
Micardis;80 mg
Sinvastatina + Ezetimiba Jaba;40 mg + 10 mg
